Iteration 1719, Abs net weight: 0.14995592832565308
Iteration 1720, Abs net weight: 0.15001621842384338
Iteration 1721, Abs net weight: 0.15007682144641876
Iteration 1722, Abs net weight: 0.15011049807071686
Iteration 1723, Abs net weight: 0.15015637874603271
Iteration 1724, Abs net weight: 0.15020199120044708
Iteration 1725, Abs net weight: 0.15023410320281982
Iteration 1726, Abs net weight: 0.1502760648727417
Iteration 1727, Abs net weight: 0.15032881498336792
Iteration 1728, Abs net weight: 0.15036679804325104
Iteration 1729, Abs net weight: 0.15041199326515198
Iteration 1730, Abs net weight: 0.15046803653240204
Iteration 1731, Abs net weight: 0.15050512552261353
Iteration 1732, Abs net weight: 0.1505354940891266
Iteration 1733, Abs net weight: 0.1506236493587494
Iteration 1734, Abs net weight: 0.15069791674613953
Iteration 1735, Abs net weight: 0.1507876217365265
Iteration 1736, Abs net weight: 0.1508421152830124
Iteration 1737, Abs net weight: 0.15089865028858185
Iteration 1738, Abs net weight: 0.15096355974674225
Iteration 1739, Abs net weight: 0.15099439024925232
Iteration 1740, Abs net weight: 0.15104179084300995
Iteration 1741, Abs net weight: 0.1510850489139557
Iteration 1742, Abs net weight: 0.15113002061843872
Iteration 1743, Abs net weight: 0.15119333565235138
Iteration 1744, Abs net weight: 0.151238813996315
Iteration 1745, Abs net weight: 0.15127670764923096
Iteration 1746, Abs net weight: 0.15130852162837982
Iteration 1747, Abs net weight: 0.15134631097316742
Iteration 1748, Abs net weight: 0.1513868123292923
Iteration 1749, Abs net weight: 0.1514320969581604
Iteration 1750, Abs net weight: 0.15148015320301056
Iteration 1751, Abs net weight: 0.15152615308761597
Iteration 1752, Abs net weight: 0.1515696942806244
Iteration 1753, Abs net weight: 0.15160329639911652
Iteration 1754, Abs net weight: 0.15164370834827423
Iteration 1755, Abs net weight: 0.1516798436641693
Iteration 1756, Abs net weight: 0.15174166858196259
Iteration 1757, Abs net weight: 0.15179385244846344
Iteration 1758, Abs net weight: 0.15183579921722412
Iteration 1759, Abs net weight: 0.15186254680156708
Iteration 1760, Abs net weight: 0.15189354121685028
Iteration 1761, Abs net weight: 0.15192724764347076
Iteration 1762, Abs net weight: 0.1519814282655716
Iteration 1763, Abs net weight: 0.15202179551124573
Iteration 1764, Abs net weight: 0.1520669311285019
Iteration 1765, Abs net weight: 0.1521228551864624
Iteration 1766, Abs net weight: 0.1521693766117096
Iteration 1767, Abs net weight: 0.15221525728702545
Iteration 1768, Abs net weight: 0.15227825939655304
Iteration 1769, Abs net weight: 0.15231500566005707
Iteration 1770, Abs net weight: 0.15236982703208923
Iteration 1771, Abs net weight: 0.15241436660289764
Iteration 1772, Abs net weight: 0.15243403613567352
Iteration 1773, Abs net weight: 0.15245993435382843
Iteration 1774, Abs net weight: 0.15250180661678314
Iteration 1775, Abs net weight: 0.15254488587379456
Iteration 1776, Abs net weight: 0.15259802341461182
Iteration 1777, Abs net weight: 0.15264883637428284
Iteration 1778, Abs net weight: 0.15269985795021057
Iteration 1779, Abs net weight: 0.15274366736412048
Iteration 1780, Abs net weight: 0.1527814120054245
Iteration 1781, Abs net weight: 0.15282131731510162
Iteration 1782, Abs net weight: 0.15285992622375488
Iteration 1783, Abs net weight: 0.15290823578834534
Iteration 1784, Abs net weight: 0.1529577225446701
Iteration 1785, Abs net weight: 0.15299810469150543
Iteration 1786, Abs net weight: 0.15303534269332886
Iteration 1787, Abs net weight: 0.15307527780532837
Iteration 1788, Abs net weight: 0.15311826765537262
Iteration 1789, Abs net weight: 0.15315592288970947
Iteration 1790, Abs net weight: 0.15319935977458954
Iteration 1791, Abs net weight: 0.15324069559574127
Iteration 1792, Abs net weight: 0.1532762050628662
Iteration 1793, Abs net weight: 0.15332677960395813
Iteration 1794, Abs net weight: 0.1533721685409546
Iteration 1795, Abs net weight: 0.1534101366996765
Iteration 1796, Abs net weight: 0.1534520387649536
Iteration 1797, Abs net weight: 0.1534978449344635
Iteration 1798, Abs net weight: 0.1535421460866928
Iteration 1799, Abs net weight: 0.15359514951705933
Iteration 1800, Abs net weight: 0.15364137291908264
Iteration 1801, Abs net weight: 0.15366849303245544
Iteration 1802, Abs net weight: 0.15368995070457458
Iteration 1803, Abs net weight: 0.15372413396835327
Iteration 1804, Abs net weight: 0.15377283096313477
Iteration 1805, Abs net weight: 0.1538192331790924
Iteration 1806, Abs net weight: 0.15385951101779938
Iteration 1807, Abs net weight: 0.15389958024024963
Iteration 1808, Abs net weight: 0.15394800901412964
Iteration 1809, Abs net weight: 0.15400703251361847
Iteration 1810, Abs net weight: 0.15405036509037018
Iteration 1811, Abs net weight: 0.154110386967659
Iteration 1812, Abs net weight: 0.154168963432312
Iteration 1813, Abs net weight: 0.15421941876411438
Iteration 1814, Abs net weight: 0.15426482260227203
Iteration 1815, Abs net weight: 0.1543298214673996
Iteration 1816, Abs net weight: 0.15439343452453613
Iteration 1817, Abs net weight: 0.15444044768810272
Iteration 1818, Abs net weight: 0.15450255572795868
Iteration 1819, Abs net weight: 0.15454138815402985
Iteration 1820, Abs net weight: 0.15458254516124725
Iteration 1821, Abs net weight: 0.15461881458759308
Iteration 1822, Abs net weight: 0.15467007458209991
Iteration 1823, Abs net weight: 0.15472882986068726
Iteration 1824, Abs net weight: 0.15477381646633148
Iteration 1825, Abs net weight: 0.154824361205101
Iteration 1826, Abs net weight: 0.15486852824687958
Iteration 1827, Abs net weight: 0.1549161970615387
Iteration 1828, Abs net weight: 0.1549755036830902
Iteration 1829, Abs net weight: 0.15501092374324799
Iteration 1830, Abs net weight: 0.15502910315990448
Iteration 1831, Abs net weight: 0.15506495535373688
Iteration 1832, Abs net weight: 0.15510936081409454
Iteration 1833, Abs net weight: 0.1551508754491806
Iteration 1834, Abs net weight: 0.15516965091228485
Iteration 1835, Abs net weight: 0.15519577264785767
Iteration 1836, Abs net weight: 0.1552533507347107
Iteration 1837, Abs net weight: 0.1552923023700714
Iteration 1838, Abs net weight: 0.15531505644321442
Iteration 1839, Abs net weight: 0.15534545481204987
Iteration 1840, Abs net weight: 0.15537390112876892
Iteration 1841, Abs net weight: 0.1554049402475357
Iteration 1842, Abs net weight: 0.15546280145645142
Iteration 1843, Abs net weight: 0.155517578125
Iteration 1844, Abs net weight: 0.15553049743175507
Iteration 1845, Abs net weight: 0.15556587278842926
Iteration 1846, Abs net weight: 0.15559974312782288
Iteration 1847, Abs net weight: 0.15562476217746735
Iteration 1848, Abs net weight: 0.15567341446876526
Iteration 1849, Abs net weight: 0.15570314228534698
Iteration 1850, Abs net weight: 0.15574444830417633
Iteration 1851, Abs net weight: 0.15579339861869812
Iteration 1852, Abs net weight: 0.1558436155319214
Iteration 1853, Abs net weight: 0.15590216219425201
Iteration 1854, Abs net weight: 0.15594439208507538
Iteration 1855, Abs net weight: 0.155989408493042
Iteration 1856, Abs net weight: 0.15603311359882355
Iteration 1857, Abs net weight: 0.15608817338943481
Iteration 1858, Abs net weight: 0.15613102912902832
Iteration 1859, Abs net weight: 0.15617653727531433
Iteration 1860, Abs net weight: 0.15622813999652863
Iteration 1861, Abs net weight: 0.15629242360591888
Iteration 1862, Abs net weight: 0.15635040402412415
Iteration 1863, Abs net weight: 0.1563931703567505
Iteration 1864, Abs net weight: 0.15643863379955292
Iteration 1865, Abs net weight: 0.15648144483566284
Iteration 1866, Abs net weight: 0.15651537477970123
Iteration 1867, Abs net weight: 0.15656094253063202
Iteration 1868, Abs net weight: 0.1565922200679779
Iteration 1869, Abs net weight: 0.15662738680839539
Iteration 1870, Abs net weight: 0.1566617339849472
Iteration 1871, Abs net weight: 0.15668529272079468
Iteration 1872, Abs net weight: 0.15672144293785095
Iteration 1873, Abs net weight: 0.15675444900989532
Iteration 1874, Abs net weight: 0.15680140256881714
Iteration 1875, Abs net weight: 0.15682777762413025
Iteration 1876, Abs net weight: 0.15685980021953583
Iteration 1877, Abs net weight: 0.15690119564533234
Iteration 1878, Abs net weight: 0.1569536030292511
Iteration 1879, Abs net weight: 0.15699371695518494
Iteration 1880, Abs net weight: 0.15704602003097534
Iteration 1881, Abs net weight: 0.15707238018512726
Iteration 1882, Abs net weight: 0.15711303055286407
Iteration 1883, Abs net weight: 0.157160222530365
Iteration 1884, Abs net weight: 0.15718011558055878
Iteration 1885, Abs net weight: 0.15723076462745667
Iteration 1886, Abs net weight: 0.15727442502975464
Iteration 1887, Abs net weight: 0.1573164463043213
Iteration 1888, Abs net weight: 0.15735264122486115
Iteration 1889, Abs net weight: 0.15741124749183655
Iteration 1890, Abs net weight: 0.15743950009346008
Iteration 1891, Abs net weight: 0.15746060013771057
Iteration 1892, Abs net weight: 0.15748929977416992
Iteration 1893, Abs net weight: 0.15752314031124115
Iteration 1894, Abs net weight: 0.157564178109169
Iteration 1895, Abs net weight: 0.15761764347553253
Iteration 1896, Abs net weight: 0.15769191086292267
Iteration 1897, Abs net weight: 0.15773385763168335
Iteration 1898, Abs net weight: 0.15777862071990967
Iteration 1899, Abs net weight: 0.15782737731933594
Iteration 1900, Abs net weight: 0.15787599980831146
Iteration 1901, Abs net weight: 0.15790888667106628
Iteration 1902, Abs net weight: 0.1579611450433731
Iteration 1903, Abs net weight: 0.15802139043807983
Iteration 1904, Abs net weight: 0.1580718755722046
Iteration 1905, Abs net weight: 0.1581202894449234
Iteration 1906, Abs net weight: 0.15816161036491394
Iteration 1907, Abs net weight: 0.15820898115634918
Iteration 1908, Abs net weight: 0.15825511515140533
Iteration 1909, Abs net weight: 0.15829959511756897
Iteration 1910, Abs net weight: 0.15835948288440704
Iteration 1911, Abs net weight: 0.15841813385486603
Iteration 1912, Abs net weight: 0.15844182670116425
Iteration 1913, Abs net weight: 0.1584804505109787
Iteration 1914, Abs net weight: 0.15851818025112152
Iteration 1915, Abs net weight: 0.15854278206825256
Iteration 1916, Abs net weight: 0.15858960151672363
Iteration 1917, Abs net weight: 0.15865270793437958
Iteration 1918, Abs net weight: 0.15868373215198517
Iteration 1919, Abs net weight: 0.15871725976467133
Iteration 1920, Abs net weight: 0.15876826643943787
Iteration 1921, Abs net weight: 0.15881149470806122
Iteration 1922, Abs net weight: 0.1588396430015564
Iteration 1923, Abs net weight: 0.15887153148651123
Iteration 1924, Abs net weight: 0.15891650319099426
Iteration 1925, Abs net weight: 0.15897992253303528
Iteration 1926, Abs net weight: 0.15900440514087677
Iteration 1927, Abs net weight: 0.15907101333141327
Iteration 1928, Abs net weight: 0.159108504652977
Iteration 1929, Abs net weight: 0.1591506153345108
Iteration 1930, Abs net weight: 0.15920525789260864
Iteration 1931, Abs net weight: 0.15924084186553955
Iteration 1932, Abs net weight: 0.15930038690567017
Iteration 1933, Abs net weight: 0.15934015810489655
Iteration 1934, Abs net weight: 0.159372478723526
Iteration 1935, Abs net weight: 0.15940284729003906
Iteration 1936, Abs net weight: 0.15945303440093994
Iteration 1937, Abs net weight: 0.15950557589530945
Iteration 1938, Abs net weight: 0.15954935550689697
Iteration 1939, Abs net weight: 0.15959641337394714
Iteration 1940, Abs net weight: 0.15964290499687195
Iteration 1941, Abs net weight: 0.1596778780221939
Iteration 1942, Abs net weight: 0.1597163826227188
Iteration 1943, Abs net weight: 0.1597621887922287
Iteration 1944, Abs net weight: 0.15980137884616852
Iteration 1945, Abs net weight: 0.1598292887210846
Iteration 1946, Abs net weight: 0.15988335013389587
Iteration 1947, Abs net weight: 0.15992750227451324
Iteration 1948, Abs net weight: 0.15995770692825317
Iteration 1949, Abs net weight: 0.1599908173084259
Iteration 1950, Abs net weight: 0.16002775728702545
Iteration 1951, Abs net weight: 0.1600639969110489
Iteration 1952, Abs net weight: 0.16009922325611115
Iteration 1953, Abs net weight: 0.16013480722904205
Iteration 1954, Abs net weight: 0.1601749211549759
Iteration 1955, Abs net weight: 0.16020098328590393
Iteration 1956, Abs net weight: 0.16024374961853027
Iteration 1957, Abs net weight: 0.16028325259685516
Iteration 1958, Abs net weight: 0.1603294163942337
Iteration 1959, Abs net weight: 0.1603652536869049
Iteration 1960, Abs net weight: 0.16040249168872833
Iteration 1961, Abs net weight: 0.16044454276561737
Iteration 1962, Abs net weight: 0.16048218309879303
Iteration 1963, Abs net weight: 0.16052396595478058
Iteration 1964, Abs net weight: 0.16056622564792633
Iteration 1965, Abs net weight: 0.1605832725763321
Iteration 1966, Abs net weight: 0.16063019633293152
Iteration 1967, Abs net weight: 0.160671204328537
Iteration 1968, Abs net weight: 0.16070349514484406
Iteration 1969, Abs net weight: 0.16073881089687347
Iteration 1970, Abs net weight: 0.1607760488986969
Iteration 1971, Abs net weight: 0.160810187458992
Iteration 1972, Abs net weight: 0.16084085404872894
Iteration 1973, Abs net weight: 0.1608731746673584
Iteration 1974, Abs net weight: 0.1609119325876236
Iteration 1975, Abs net weight: 0.16094733774662018
Iteration 1976, Abs net weight: 0.1609647423028946
Iteration 1977, Abs net weight: 0.1610037237405777
Iteration 1978, Abs net weight: 0.16105175018310547
Iteration 1979, Abs net weight: 0.16109496355056763
Iteration 1980, Abs net weight: 0.161119744181633
Iteration 1981, Abs net weight: 0.16115999221801758
Iteration 1982, Abs net weight: 0.16118277609348297
Iteration 1983, Abs net weight: 0.16121184825897217
Iteration 1984, Abs net weight: 0.1612449586391449
Iteration 1985, Abs net weight: 0.1612778753042221
Iteration 1986, Abs net weight: 0.1613202542066574
Iteration 1987, Abs net weight: 0.16136278212070465
Iteration 1988, Abs net weight: 0.16139036417007446
Iteration 1989, Abs net weight: 0.1614268720149994
Iteration 1990, Abs net weight: 0.16147026419639587
Iteration 1991, Abs net weight: 0.16149723529815674
Iteration 1992, Abs net weight: 0.16152918338775635
Iteration 1993, Abs net weight: 0.1615823656320572
Iteration 1994, Abs net weight: 0.1616257280111313
Iteration 1995, Abs net weight: 0.16166916489601135
Iteration 1996, Abs net weight: 0.16171908378601074
Iteration 1997, Abs net weight: 0.16176632046699524
Iteration 1998, Abs net weight: 0.16180722415447235
Iteration 1999, Abs net weight: 0.16184961795806885
Iteration 2000, Abs net weight: 0.16189120709896088
Iteration 2001, Abs net weight: 0.161915123462677
Iteration 2002, Abs net weight: 0.16195696592330933
Iteration 2003, Abs net weight: 0.16200517117977142
Iteration 2004, Abs net weight: 0.16204360127449036
Iteration 2005, Abs net weight: 0.16211336851119995
Iteration 2006, Abs net weight: 0.16215229034423828
Iteration 2007, Abs net weight: 0.16219615936279297
Iteration 2008, Abs net weight: 0.16223132610321045
Iteration 2009, Abs net weight: 0.16229179501533508
Iteration 2010, Abs net weight: 0.16232386231422424
Iteration 2011, Abs net weight: 0.16238011419773102
Iteration 2012, Abs net weight: 0.16241605579853058
Iteration 2013, Abs net weight: 0.16246509552001953
Iteration 2014, Abs net weight: 0.1625177562236786
Iteration 2015, Abs net weight: 0.1625688076019287
Iteration 2016, Abs net weight: 0.16263338923454285
Iteration 2017, Abs net weight: 0.16269348561763763
Iteration 2018, Abs net weight: 0.16272270679473877
Iteration 2019, Abs net weight: 0.1627664715051651
Iteration 2020, Abs net weight: 0.16280600428581238
Iteration 2021, Abs net weight: 0.16285058856010437
Iteration 2022, Abs net weight: 0.1628885120153427
Iteration 2023, Abs net weight: 0.16293752193450928
Iteration 2024, Abs net weight: 0.1629774272441864
Iteration 2025, Abs net weight: 0.16303320229053497
Iteration 2026, Abs net weight: 0.1630658656358719
Iteration 2027, Abs net weight: 0.16309626400470734
Iteration 2028, Abs net weight: 0.1631324589252472
Iteration 2029, Abs net weight: 0.16319097578525543
Iteration 2030, Abs net weight: 0.1632183939218521
Iteration 2031, Abs net weight: 0.1632528305053711
Iteration 2032, Abs net weight: 0.1633026897907257
Iteration 2033, Abs net weight: 0.16334261000156403
Iteration 2034, Abs net weight: 0.16340036690235138
Iteration 2035, Abs net weight: 0.1634310483932495
Iteration 2036, Abs net weight: 0.16346441209316254
Iteration 2037, Abs net weight: 0.16350077092647552
Iteration 2038, Abs net weight: 0.1635286659002304
Iteration 2039, Abs net weight: 0.16355985403060913
